Objective_3000,RankIn_3000,RankOut_3000,Times_3000,Lambdas_3000
74506.3106194849,25,6,0.421140965,128.259709825716
13773.4557792068,25,6,0.812118147,41.4922514526752
3516.26763454808,6,5,1.151121161,13.4229786689966
1043.28090691861,6,5,1.489370522,4.34256892347652
329.129962070291,5,4,1.807467822,1.40505637080078
105.877848212597,5,4,2.114694584,0.45477106001018
34.3985544574465,4,4,2.410195903,0.147353761969421
11.3530140024375,4,4,2.705649228,0.0479042660532352
3.9059798504172,5,4,3.002263714,0.0157323541243492
1.49773556785218,5,4,3.300167054,0.00532474061535453
0.718763229410584,5,4,3.598216293,0.00195787764519476
0.466776573897301,5,4,3.896921113,0.000868697474348077
0.38526016510257,5,4,4.203491671,0.000516347689079175
0.35888960669309,5,4,4.505195496,0.000402362533544685
0.350358509864191,5,4,4.807557111,0.000365488335729277
0.347598427778366,5,4,5.115329781,0.000353559532735993
0.346705254209879,5,4,5.415339865,0.000349700564967666
0.346416021179138,5,4,5.717084506,0.000348452188894612
0.346322161221218,5,4,6.021225515,0.000348048339234979
0.346291504082968,5,4,6.326892682,0.000347917693870087
0.34628129263978,5,4,6.634285436,0.000347875430094545
0.34627769541841,5,4,6.93909943,0.000347861757763157
0.346276237613113,5,4,7.241833307,0.000347857334763953
0.346275471991095,5,4,0,0.000347855903923711
