Objective_6000,RankIn_6000,RankOut_6000,Times_6000,Lambdas_6000
1463551.62898286,50,13,9.921460471,411.631904568577
253174.117848535,50,12,18.967224525,123.489615824305
59746.7871688811,13,11,26.282315725,37.0469292010237
16562.6429983329,12,11,33.452804907,11.1141232140393
4846.18817744085,11,11,40.812361654,3.33428141794391
1442.99901267622,11,11,48.275534119,1.00032887911531
432.097950764699,11,11,55.85082103,0.30014311746673
129.73484132112,11,11,64.091464097,0.0900873889721559
39.1075803398974,11,11,71.7326791,0.0270706704237837
11.9267809823965,11,11,79.171906633,0.008165654859272
3.77320864084097,11,11,86.649794878,0.0024941501899185
1.32719817787447,11,11,93.963595135,0.000792698789112451
0.593400841030623,11,11,101.289546108,0.000282263368870636
0.37326223351051,11,11,108.774066096,0.000129132742798091
0.307220708234693,11,11,116.080671459,8.3193554976328e-05
0.287408239442314,11,11,123.428347169,6.9411798629799e-05
0.281464475421634,11,11,130.847899592,6.52772717258403e-05
0.279681319951941,11,11,138.248400699,6.40369136546527e-05
0.27914634622275,11,11,145.610044613,6.36648062332964e-05
0.278985826789311,11,11,152.870480747,6.35531740068895e-05
0.278937643550629,11,11,160.185428437,6.35196843389675e-05
0.278923161156801,11,11,167.588444672,6.35096374385908e-05
0.278918788985902,11,11,174.921831456,6.35066233684778e-05
0.278917449887306,11,11,182.175109349,6.3505719147444e-05
0.278917020685511,11,11,189.501031772,6.35054478811338e-05
0.278916864459909,11,11,196.776692347,6.35053665012407e-05
0.278916790102796,11,11,0,6.35053420872728e-05
