Sparsity_M_collect1,Sparsity_M_gaussian,Sparsity_M_collect2,Sparsity_M_poisson,Sparsity_M_collect3,Sparsity_M_bernoulli
0.510678694444444,0.480120833333333,0.519824111111111,0.392324416666667,0.5129925,0.453220583333333
0.512227083333333,0.4801225,0.517330083333333,0.386755833333333,0.513707083333333,0.45327975
0.511635194444444,0.479983416666667,0.5179855,0.3876615,0.512233388888889,0.453045833333333
0.511318805555556,0.47989625,0.518968694444444,0.390273166666667,0.513292388888889,0.453164666666667
0.511321972222222,0.480123,0.518022416666667,0.388045416666667,0.515865833333333,0.4537605
0.511921611111111,0.480017083333333,0.518514916666667,0.389294083333333,0.514149388888889,0.452978
0.510828361111111,0.480111666666667,0.518424972222222,0.38961475,0.513884611111111,0.451369833333333
0.511274444444444,0.480111333333333,0.519838361111111,0.391592583333333,0.515777833333333,0.454661833333333
0.510610166666667,0.479959166666667,0.520109305555556,0.394490583333333,0.513236361111111,0.45166375
0.511530055555556,0.48010325,0.518118555555556,0.387461,0.51522,0.454365833333333
