Objective_6000,RankIn_6000,RankOut_6000,Times_6000,Lambdas_6000
393615.412775005,50,11,2.914800151,230.92291593276
62598.3664851891,50,11,5.326867969,59.8091643919297
13767.5485675976,11,8,7.365788822,15.4907027428546
3437.0813392294,11,8,9.38888075,4.01222117574414
881.89851860198,8,8,11.355047055,1.03929444986253
228.240812226127,8,7,13.201730549,0.269306427859194
59.4560826614262,8,7,15.081858326,0.0698795301603304
15.7728721067089,7,7,16.904374304,0.0182279636563246
4.46108319208654,7,7,18.742489858,0.00485020793178709
1.53147885564353,7,7,20.591450896,0.00138536919913188
0.772722144765659,7,7,22.408154053,0.000487975967374178
0.576204997406612,7,7,24.236177103,0.000255551120348934
0.525307042941458,7,7,26.073813182,0.000195353084969396
0.512124354846836,7,7,27.896304845,0.000179761793806095
0.508709901288773,7,7,29.734323171,0.0001757236493948
0.507825416031695,7,7,31.589589442,0.000174677769992275
0.507596191318066,7,7,33.607971396,0.000174406887227021
0.507536678827396,7,7,35.486133725,0.00017433672859082
0.507521121607548,7,7,37.322114303,0.000174318557504044
0.507516948814604,7,7,39.17174519,0.000174313851192569
0.50751572446306,7,7,41.032705547,0.000174312632257897
0.507515263787671,7,7,42.869591931,0.000174312316553817
0.507515000783976,7,7,44.752896891,0.00017431223478646
0.507514789008287,7,7,46.616326634,0.000174312213608715
0.507514590380464,7,7,48.472549936,0.000174312208123679
0.507514395189073,7,7,50.355669794,0.000174312206703055
0.507514200767654,7,7,52.182248224,0.000174312206335113
0.507514006576724,7,7,53.984577957,0.000174312206239816
0.507513812325463,7,7,55.798611754,0.000174312206215134
0.507513618089705,7,7,57.639855287,0.000174312206208741
0.507513423737832,7,7,59.483499919,0.000174312206207086
0.507513229387051,7,7,61.375296493,0.000174312206206657
0.507513034916448,7,7,63.226788766,0.000174312206206546
0.507512840445971,7,7,65.11158136,0.000174312206206517
0.507512645855449,7,7,66.927786498,0.00017431220620651
0.507512451264959,7,7,68.756664589,0.000174312206206508
0.507512256554422,7,7,70.606531866,0.000174312206206507
0.507512061843986,7,7,72.465842171,0.000174312206206507
0.507511867013451,7,7,74.315520786,0.000174312206206507
0.507511672182989,7,7,76.363833933,0.000174312206206507
0.507511477232551,7,7,78.546734133,0.000174312206206507
0.507511282282126,7,7,80.483029592,0.000174312206206507
0.507511087211662,7,7,82.352539593,0.000174312206206507
0.507510892141182,7,7,84.252461593,0.000174312206206507
0.507510696950904,7,7,86.19549856,0.000174312206206507
0.50751050176056,7,7,88.075587162,0.000174312206206507
0.507510306450196,7,7,89.937859365,0.000174312206206507
0.507510111139922,7,7,91.76181084,0.000174312206206507
0.507509915709708,7,7,93.585503191,0.000174312206206507
0.507509720279519,7,7,95.41369704,0.000174312206206507
0.507509524729401,7,7,97.260732333,0.000174312206206507
0.507509329179284,7,7,99.103439523,0.000174312206206507
0.50750913350929,7,7,101.060127879,0.000174312206206507
0.507508937839276,7,7,102.881520401,0.000174312206206507
0.507508742049392,7,7,104.745025839,0.000174312206206507
0.507508546259544,7,7,106.566042212,0.000174312206206507
0.507508350349754,7,7,108.386789992,0.000174312206206507
0.507508154440082,7,7,110.202957005,0.000174312206206507
0.507507958410513,7,7,112.036450827,0.000174312206206507
0.507507762380942,7,7,113.912083216,0.000174312206206507
0.507507566231543,7,7,115.752246318,0.000174312206206507
0.507507370082128,7,7,117.64291111,0.000174312206206507
0.507507173812954,7,7,119.49522674,0.000174312206206507
0.507506977543736,7,7,121.299469043,0.000174312206206507
0.507506781154752,7,7,123.170324863,0.000174312206206507
0.507506584765714,7,7,125.013768369,0.000174312206206507
0.507506388256915,7,7,126.900440236,0.000174312206206507
0.507506191748099,7,7,128.789018264,0.000174312206206507
0.507505995119596,7,7,130.658625078,0.000174312206206507
0.507505798491002,7,7,132.493800236,0.000174312206206507
0.507505601742655,7,7,134.338289459,0.000174312206206507
0.507505404994344,7,7,136.192851945,0.000174312206206507
0.507505208126324,7,7,138.04210007,0.000174312206206507
0.507505011258235,7,7,139.874957359,0.000174312206206507
0.507504814270426,7,7,141.754390387,0.000174312206206507
0.50750461728264,7,7,143.605253703,0.000174312206206507
0.507504420175116,7,7,145.483534454,0.000174312206206507
0.507504223067601,7,7,147.35334654,0.000174312206206507
0.507504025840392,7,7,149.232995755,0.000174312206206507
0.50750382861319,7,7,151.105719473,0.000174312206206507
