Objective_6000,RankIn_6000,RankOut_6000,Times_6000,Lambdas_6000
409240.693323311,50,11,3.658606956,221.283067629877
60419.3670051656,50,9,7.032188873,44.0353727338938
11380.0013286162,11,7,9.777705443,8.76308144959316
2243.49939916524,9,7,12.515819355,1.74389548401733
445.842005764789,7,7,15.099565211,0.347077476867746
88.9230550494902,7,7,17.552219573,0.0691106934449776
17.9284780121365,7,7,19.983185522,0.0137953035438468
3.80184582898019,7,7,22.622075028,0.00278754095352171
0.990698162497542,7,7,25.075979318,0.000596996198047028
0.431282067748928,7,7,27.487889442,0.000161077791707566
0.319958397430571,7,7,29.886760724,7.43300288460129e-05
0.297804998775794,7,7,32.284552132,5.70672240365638e-05
0.293396472341176,7,7,34.700564008,5.36319258794835e-05
0.292519173609421,7,7,37.114346367,5.29483015462245e-05
0.292344588835417,7,7,39.538077132,5.28122603039059e-05
0.292309844069926,7,7,41.98995996,5.27851880966845e-05
0.292302927450458,7,7,44.408966836,5.27798007274475e-05
0.292301548629651,7,7,46.888965277,5.27787286409693e-05
0.292301271828342,7,7,49.340005276,5.27785152957602e-05
0.292301214329204,7,7,0,5.27784728400635e-05
